initialPreyDens;initialPredDens;initialInfPreyDens;averageFinalPreyDens;averageFinalPredDens;averageFinalInfPreyDen
0.3;0.9;0.09539999812841415;0.027639999985694885;0.06767999976873398;0.0
0.3;1.0;0.10419999808073044;0.0;0.0;0.0
0.4;0.0;0.09650000184774399;0.5376799941062927;0.0;0.2217400014400482
0.4;0.1;0.09989999979734421;0.04957999885082245;0.07296000123023987;0.013719999976456166
0.4;0.2;0.09860000014305115;0.03317999988794327;0.06134000048041344;0.005680000036954879
0.4;0.3;0.1031000018119812;0.026979999989271163;0.05072000026702881;0.0037200000253506003
0.4;0.4;0.09510000050067902;0.02211999986320734;0.04511999934911728;0.0016799999866634607
0.4;0.5;0.10159999877214432;0.022260000556707384;0.0479200005531311;0.0009200000087730587
0.4;0.6;0.0940999984741211;0.027439999952912332;0.05017999932169914;0.0005000000091968104
0.4;0.7;0.1046999990940094;0.030500000342726707;0.05333999991416931;0.00022000000608386473
0.4;0.8;0.10159999877214432;0.0412200003862381;0.05664000064134598;0.0005599999873084016
0.4;0.9;0.09769999980926514;0.024320000410079957;0.044199999794363974;1.9999999494757503e-05
0.4;1.0;0.09910000115633011;0.0;0.0;0.0
0.5;0.0;0.10599999874830246;0.538319993019104;0.0;0.23252000212669371
0.5;0.1;0.09830000251531601;0.04568000063300133;0.07295999974012375;0.012380000017583371
0.5;0.2;0.10490000247955322;0.033959999680519104;0.05826000049710274;0.007960000075399876
0.5;0.3;0.09600000083446503;0.034079999476671216;0.04918000027537346;0.007279999926686287
0.5;0.4;0.10100000351667404;0.020220000483095645;0.03808000013232231;0.0015400000149384141
0.5;0.5;0.0997999981045723;0.01826000027358532;0.037240000814199446;0.0011000000347848981
0.5;0.6;0.09860000014305115;0.020199999772012235;0.03664000034332275;0.001680000001215376
0.5;0.7;0.09640000015497208;0.020280000008642673;0.037940000742673875;0.0004600000072969124
0.5;0.8;0.10419999808073044;0.0241799995303154;0.04198000058531761;1.9999999494757503e-05
0.5;0.9;0.09920000284910202;0.012120000319555402;0.022600000351667406;1.9999999494757503e-05
0.5;1.0;0.10159999877214432;0.0;0.0;0.0
0.6;0.0;0.0997999981045723;0.5309999942779541;0.0;0.24615999758243562
0.6;0.1;0.10080000013113022;0.06459999978542327;0.07650000154972077;0.0231199998408556
0.6;0.2;0.09679999947547913;0.03742000013589859;0.050379999727010724;0.01103999987244606
0.6;0.3;0.10119999945163727;0.015760000515729188;0.029260000213980675;0.0025600000328267923
0.6;0.4;0.10119999945163727;0.012659999821335078;0.022559999860823153;0.000599999979021959
0.6;0.5;0.09520000219345093;0.010020000021904707;0.019920000247657298;0.001019999997515697
0.6;0.6;0.1005999967455864;0.00660000005736947;0.013319999724626542;1.9999999494757503e-05
0.6;0.7;0.09669999778270721;0.00835999995470047;0.018659999966621398;1.9999999494757503e-05
0.6;0.8;0.09769999980926514;0.004999999981373548;0.011580000072717667;0.0
0.6;0.9;0.09459999948740005;0.004940000071655959;0.009820000035688281;1.9999999494757503e-05
0.6;1.0;0.1023000031709671;0.0;0.0;0.0
0.7;0.0;0.0982000008225441;0.5200200080871582;0.0;0.25038000345230105
0.7;0.1;0.1014999970793724;0.04422000050544739;0.07332000136375427;0.013719999976456166
0.7;0.2;0.1005999967455864;0.02914000004529953;0.04970000013709068;0.00852000005543232
0.7;0.3;0.09640000015497208;0.02060000002384186;0.03198000006377697;0.002539999975124374
0.7;0.4;0.09780000150203705;0.006020000204443932;0.010179999889805913;0.0002800000074785203
0.7;0.5;0.1005999967455864;0.003080000024056062;0.005440000002272427;7.999999797903001e-05
0.7;0.6;0.1062999963760376;0.001360000018030405;0.003200000012293458;0.0
0.7;0.7;0.10040000081062317;0.0012600000482052565;0.003020000085234642;0.0
0.7;0.8;0.1014999970793724;0.0029199999757111073;0.004980000015348196;0.0
0.7;0.9;0.09920000284910202;0.0008399999933317304;0.001919999998062849;0.0
0.7;1.0;0.1014999970793724;0.0;0.0;0.0
0.8;0.0;0.09989999979734421;0.510539996623993;0.0;0.2501399964094162
0.8;0.1;0.09719999879598618;0.05914000123739242;0.06026000007987022;0.023840000107884406
0.8;0.2;0.09730000048875809;0.011640000063925982;0.017980000004172325;0.00411999998614192
0.8;0.3;0.09889999777078629;0.004319999949075282;0.007739999843761325;0.001160000025993213
0.8;0.4;0.10050000250339508;0.0013399999879766256;0.0021000000182539225;0.000560000013501849
0.8;0.5;0.0966000035405159;0.003199999954085797;0.0045200000051409004;0.0
0.8;0.6;0.0966000035405159;0.0002800000016577542;0.0006400000303983689;0.0
0.8;0.7;0.09830000251531601;0.00010000000474974513;0.0002400000113993883;0.0
0.8;0.8;0.10000000149011612;7.999999797903001e-05;0.00015999999595806003;0.0
0.8;0.9;0.09780000150203705;0.00010000000474974513;0.0002400000113993883;0.0
0.8;1.0;0.10170000046491623;0.0;0.0;0.0
0.9;0.0;0.0966000035405159;0.0;0.0;0.0
0.9;0.1;0.10419999808073044;0.0;0.0;0.0
0.9;0.2;0.10090000182390213;0.0;0.0;0.0
0.9;0.3;0.10170000046491623;0.0;0.0;0.0
0.9;0.4;0.0982000008225441;0.0;0.0;0.0
0.9;0.5;0.10159999877214432;0.0;0.0;0.0
0.9;0.6;0.09960000216960907;0.0;0.0;0.0
0.9;0.7;0.10040000081062317;0.0;0.0;0.0
0.9;0.8;0.09889999777078629;0.0;0.0;0.0
0.9;0.9;0.0997999981045723;0.0;0.0;0.0
0.9;1.0;0.10239999741315842;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.1;0.0;0.0;0.0;0.0
1.0;0.2;0.0;0.0;0.0;0.0
1.0;0.3;0.0;0.0;0.0;0.0
1.0;0.4;0.0;0.0;0.0;0.0
1.0;0.5;0.0;0.0;0.0;0.0
1.0;0.6;0.0;0.0;0.0;0.0
1.0;0.7;0.0;0.0;0.0;0.0
1.0;0.8;0.0;0.0;0.0;0.0
1.0;0.9;0.0;0.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.10599999874830246;0.0;0.0;0.0
0.0;0.1;0.09880000352859497;0.0;0.0;0.0
0.0;0.2;0.10260000079870224;0.0;0.0;0.0
0.0;0.3;0.10239999741315842;0.0;0.0;0.0
0.0;0.4;0.10100000351667404;0.0;0.0;0.0
0.0;0.5;0.1031000018119812;0.0;0.0;0.0
0.0;0.6;0.09809999912977219;0.0;0.0;0.0
0.0;0.0;0.10010000318288803;0.0;0.0;0.0
0.1;0.1;0.10289999842643738;0.030660000070929526;0.049400000274181365;0.008820000197738409
0.1;0.2;0.09430000185966492;0.029720000550150873;0.04866000115871429;0.007600000081583858
0.1;0.3;0.09769999980926514;0.030480000376701354;0.04490000009536743;0.003300000028684735
0.1;0.4;0.09759999811649323;0.034279999881982805;0.0537200003862381;0.0009399999980814755
0.1;0.5;0.10100000351667404;0.04392000064253807;0.06121999993920326;0.0010000000038417056
0.1;0.6;0.09969999641180038;0.04664000049233437;0.061400001496076585;0.001220000017201528
0.1;0.7;0.0982000008225441;0.05015999972820282;0.06551999896764756;0.00016000000468920916
0.1;0.1;0.10180000215768814;0.03219999931752682;0.041600000113248825;0.009300000267103314
0.1;0.2;0.10670000314712524;0.03369999956339598;0.04739999957382679;0.003700000001117587
0.1;0.3;0.10130000114440918;0.026800000108778477;0.039649998769164085;0.0026500000967644155
0.1;0.4;0.09610000252723694;0.030150000005960464;0.04450000077486038;0.0024999999441206455
0.1;0.5;0.09809999912977219;0.026399999856948853;0.042249999940395355;0.00019999999494757503
0.1;0.6;0.09669999778270721;0.0414000004529953;0.05575000122189522;0.0014999999984866008
0.1;0.7;0.09520000219345093;0.03440000116825104;0.05300000123679638;0.00039999998989515007
0.1;0.8;0.10209999978542328;0.060750000178813934;0.07844999805092812;0.0004000000117230229
0.1;0.9;0.09549999982118607;0.13540000468492508;0.09205000102519989;4.999999873689376e-05
0.1;1.0;0.10279999673366547;0.0;0.0;0.0
0.2;0.0;0.0934000015258789;0.49269999563694;0.0;0.2450999990105629
0.2;0.1;0.10289999842643738;0.03610000014305115;0.05935000069439411;0.008050000062212348
0.2;0.2;0.1006999984383583;0.03480000048875809;0.05219999887049198;0.008850000333040953
0.2;0.3;0.10159999877214432;0.039499999955296516;0.06154999881982803;0.005050000036135316
0.2;0.4;0.09889999777078629;0.03240000084042549;0.05610000155866146;0.0013500000350177288
0.2;0.5;0.10289999842643738;0.037450000643730164;0.06414999812841415;0.0015999999595806003
0.2;0.6;0.10159999877214432;0.03210000041872263;0.053999999538064;0.0005000000237487257
0.2;0.7;0.1023000031709671;0.08150000125169754;0.07939999923110008;0.00020000000586151145
0.2;0.8;0.10119999945163727;0.05104999989271164;0.07189999893307686;0.00044999999227002263
0.2;0.9;0.10260000079870224;0.05660000070929527;0.0831499993801117;0.0
0.2;1.0;0.10130000114440918;0.0;0.0;0.0
0.3;0.0;0.09969999641180038;0.5122500061988831;0.0;0.22484999895095825
0.3;0.1;0.09880000352859497;0.0515500009059906;0.0739000029861927;0.013400000054389238
0.3;0.2;0.09969999641180038;0.02655000053346157;0.046949999406933784;0.004750000080093741
0.3;0.3;0.10360000282526016;0.03245000075548887;0.0625;0.004149999876972288
0.3;0.4;0.10029999911785126;0.0352999996393919;0.06144999898970127;0.0035000000498257577
0.3;0.5;0.09889999777078629;0.029850000515580177;0.05714999884366989;0.00089999996998813
0.3;0.6;0.10220000147819519;0.034199999645352364;0.0600500013679266;0.0007000000041443855
0.3;0.7;0.1006999984383583;0.03139999881386757;0.06259999983012676;0.00045000000682193786
0.3;0.8;0.10050000250339508;0.04154999926686287;0.07379999943077564;0.0004999999910069164
0.3;0.9;0.09589999914169312;0.03314999956637621;0.05694999918341637;0.0
0.3;1.0;0.10320000350475311;0.0;0.0;0.0
0.4;0.0;0.09969999641180038;0.5309499800205231;0.0;0.23045000433921814
0.4;0.1;0.09369999915361404;0.06234999932348728;0.07804999873042107;0.022600000724196434
0.4;0.2;0.09839999675750732;0.02174999937415123;0.044449999928474426;0.002150000014808029
0.4;0.3;0.10220000147819519;0.025500000454485416;0.04920000024139881;0.0023499999660998583
0.4;0.4;0.09839999675750732;0.02095000073313713;0.0426000002771616;0.0015999999595806003
0.4;0.5;0.0989999994635582;0.033450000919401646;0.04935000091791153;0.006049999967217445
0.4;0.6;0.10499999672174454;0.02694999985396862;0.05260000005364418;0.0025500000920146704
0.4;0.7;0.10050000250339508;0.027499999850988388;0.054099999368190765;0.0003000000142492354
0.4;0.8;0.10019999742507935;0.023649999871850014;0.04515000060200691;4.999999873689376e-05
0.4;0.9;0.10050000250339508;0.023649999871850014;0.04295000061392784;0.0
0.4;1.0;0.10170000046491623;0.0;0.0;0.0
0.5;0.0;0.09790000319480896;0.5374000072479248;0.0;0.23385000228881836
0.5;0.1;0.10119999945163727;0.04469999857246876;0.06394999846816063;0.014599999412894249
0.5;0.2;0.1006999984383583;0.02319999970495701;0.04609999991953373;0.0019499999471008778
0.5;0.3;0.10329999774694443;0.022750000469386578;0.04079999960958958;0.0019000000029336661
0.5;0.4;0.10119999945163727;0.018350000493228436;0.0352999996393919;0.002350000067963265
0.5;0.5;0.1023000031709671;0.02085000090301037;0.03914999961853027;0.0013000000035390258
0.5;0.6;0.09849999845027924;0.020299999974668026;0.04090000130236149;0.0007000000005064066
0.5;0.7;0.10350000113248825;0.016799999866634607;0.03254999965429306;9.999999747378752e-05
0.5;0.8;0.10000000149011612;0.014349999837577343;0.029000001028180122;0.00014999999621068127
0.5;0.9;0.09889999777078629;0.010099999606609344;0.023649999871850014;0.0
0.5;1.0;0.10440000146627426;0.0;0.0;0.0
0.6;0.0;0.0957999974489212;0.5286999940872192;0.0;0.24220000207424164
0.6;0.1;0.10450000315904617;0.04969999939203262;0.08589999750256538;0.013199999928474426
0.6;0.2;0.10320000350475311;0.03060000017285347;0.04430000111460686;0.008799999952316284
0.6;0.3;0.10719999670982361;0.020849999971687794;0.0381499994546175;0.005100000067614019
0.6;0.4;0.09929999709129333;0.006550000049173832;0.01484999991953373;0.00019999999494757503
0.6;0.5;0.09920000284910202;0.005849999841302633;0.014049999881535769;0.00020000000586151145
0.6;0.6;0.09610000252723694;0.005750000011175871;0.013850000221282244;4.999999873689376e-05
0.6;0.7;0.09600000083446503;0.005250000162050128;0.012199999764561653;0.0
0.6;0.8;0.10010000318288803;0.006200000178068876;0.015449999831616879;0.0
0.6;0.9;0.09510000050067902;0.013050000183284283;0.022300000302493572;0.0
0.6;1.0;0.10019999742507935;0.0;0.0;0.0
0.7;0.0;0.10320000350475311;0.5218999981880188;0.0;0.24900000542402267
0.7;0.1;0.10080000013113022;0.05119999870657921;0.06324999965727329;0.018300000578165054
0.7;0.2;0.0982000008225441;0.04104999918490648;0.03219999931752682;0.014950000331737101
0.7;0.3;0.1062999963760376;0.0057500002440065145;0.011500000022351742;0.00014999999621068127
0.7;0.4;0.10170000046491623;0.0014000000373926014;0.0033500000135973096;9.999999747378752e-05
0.7;0.5;0.09809999912977219;0.002199999988079071;0.004900000058114529;0.0
0.7;0.6;0.09749999642372131;0.002099999983329326;0.00494999997317791;4.999999873689376e-05
0.7;0.7;0.10170000046491623;0.0017500000540167093;0.004650000017136335;0.0
0.7;0.8;0.09549999982118607;0.0007500000356230885;0.0018000000854954123;0.0
0.7;0.9;0.09830000251531601;0.0010000000183936208;0.0023999999975785613;0.0
0.7;1.0;0.09989999979734421;0.0;0.0;0.0
0.8;0.0;0.09870000183582306;0.510699987411499;0.0;0.24899999797344208
0.8;0.1;0.09860000014305115;0.05535000003874302;0.06610000133514404;0.019749999977648258
0.8;0.2;0.10159999877214432;0.012750000227242708;0.021800000220537186;0.004500000039115548
0.8;0.3;0.09040000289678574;0.005549999827053398;0.008699999889358878;0.0
0.8;0.4;0.10270000249147415;0.0010000000183936208;0.0023999999975785613;0.0
0.8;0.5;0.09570000320672989;0.0;0.0;0.0
0.8;0.6;0.10080000013113022;0.0;0.0;0.0
0.8;0.7;0.09870000183582306;0.0;0.0;0.0
0.8;0.8;0.0982000008225441;0.0;0.0;0.0
0.8;0.9;0.09749999642372131;0.0;0.0;0.0
0.8;1.0;0.10260000079870224;0.0;0.0;0.0
0.9;0.0;0.1046999990940094;0.0;0.0;0.0
0.9;0.1;0.10300000011920929;0.0;0.0;0.0
0.9;0.2;0.10329999774694443;0.0;0.0;0.0
0.9;0.3;0.09860000014305115;0.0;0.0;0.0
0.9;0.4;0.09939999878406525;0.0;0.0;0.0
0.9;0.5;0.10320000350475311;0.0;0.0;0.0
0.9;0.6;0.10339999943971634;0.0;0.0;0.0
0.9;0.7;0.09839999675750732;0.0;0.0;0.0
0.9;0.8;0.10029999911785126;0.0;0.0;0.0
0.9;0.9;0.09830000251531601;0.0;0.0;0.0
0.9;1.0;0.10300000011920929;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;0.0
1.0;0.1;0.0;0.0;0.0;0.0
1.0;0.2;0.0;0.0;0.0;0.0
1.0;0.3;0.0;0.0;0.0;0.0
1.0;0.4;0.0;0.0;0.0;0.0
1.0;0.5;0.0;0.0;0.0;0.0
1.0;0.6;0.0;0.0;0.0;0.0
1.0;0.7;0.0;0.0;0.0;0.0
1.0;0.8;0.0;0.0;0.0;0.0
1.0;0.9;0.0;0.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;0.0
